Station,Cruise,Lat,Lon,Date,Depth,Temp,Orthophosphate,NitratePlusNitrite,Nitrite,Silicate,Ammonium,Salinity,Nutricline_1uM_Interp,PAR_MODIS_9km_8d_umolm2d1,PAR_OASIM_1deg_Monthly_umolm2d1,KDPAR_MODIS_OS_9km_8d,MLD_HYCOM_9km_8d,MLPAR_MODIS_9km_8d_umolm2d1,MLPAR_OASIM_1deg_Monthly_umolm2d1,FeT_CESM2,HLI,HLII,HLIII.IV,LLI,LLII.III,LLIV,SCCG
IN169,I09N,8.19895833,88.0354683,2016-04-16,7,31.138,0.01,0,0,2,0.06342427,32.8862,52.25,656.489236111111,507.721935280066,0.061531674,18.817019,388.864985149015,300.744127949565,0.00067656615,0.00807060372051128,0.973558560533291,0.0060870480928529,0.00437662855376105,0.00700668869129602,0.000900470408287937,6.02793586903628
IN179,I09N,9.96658167,87.5712167,2016-04-17,7,30.972,0.01,0,0,1.95,0.030672347,32.84945,66.1,661.471157407407,564.124570707235,0.062142264,17.357948,404.702973432217,345.144136059097,0.0007426083,0.00590899076334142,0.983567431100225,0.00388675215167175,0.00242255960096466,0.00388646214338295,0.000327804240414172,8.38324382064765
IN188,I09N,9.97525667,85.1744167,2016-04-18,7,31.4214,0.01,0,0,1.8,0.030120537,33.2393,67.9,664.897106481482,590.134397946268,0.06093606,21.883524,367.200719814043,325.91174423908,0.00072215014,0.0063236494330372,0.980765069805675,0.00429675567822168,0.00314021767807186,0.0050115547133157,0.000462752691678497,5.47548467726117
IN210,I09N,11.9704667,88.0564583,2016-04-21,7,30.9631,0.01,0.0091876,0.0091876,1.95,0.025125619,32.2854,64.6,664.529282407407,613.881663530452,0.070871726,17.486483,380.933476453578,351.900333680697,0.0007613996,0.00553045883890233,0.981797159856359,0.00413352946702345,0.00306122490076902,0.00480925820701849,0.000668368729927249,12.2846735690969
IN233,I09N,17.50133,89.8628,2016-04-24,7,29.3719,0.07,0,0,1.1,0.016784806,34.0053,61.4,638.786030092593,599.198405144146,0.08256391,40.456406,184.464284058017,173.032439043163,0.0015865152,0.00872501231985243,0.981034542185789,0.00363696997908281,0.00226573109645372,0.0039676129599698,0.000370131458852581,5.74766509510257
P18002,P18,22.00365,-109.99967,2016-11-25,7,26.3,0.304,0.01,0.01,3.1,0.014048564,34.6082,52.3895857,362.039606481481,396.876221085772,0.07710316,35.04075,125.011875261086,137.040919712201,0.00019601441,0.00844048866844121,0.980367758059719,0.00393652343186921,0.00243736509497222,0.00443257569523527,0.000385289049762827,6.72972178866801
P18003,P18,20.9932833,-109.99883,2016-11-25,7,27.8,0.357,0.02,0.02,2.1,0.0139175225,34.6948,33.6666809,417.222141203704,394.250833939132,0.07635504,27.82163,172.929671975041,163.408555433528,0.00017893667,0.00829246068327971,0.977528947471403,0.00480992661384251,0.00304368448197624,0.00581206500267099,0.000512915746827312,6.53857530662884
P18004,P18,19.0001833,-109.9997,2016-11-26,7,26.8,0.285,0.01,0.01,1.7,0.013456817,34.3785,53.9367662,438.636805555556,430.665355896263,0.062304612,31.511284,192.051593362804,188.561394662904,0.00014473867,0.00696735844051635,0.980841995476595,0.00423617507240016,0.00270377523611447,0.0048204789771479,0.000430216797226334,12.1995861483392
P18005,P18,18.0010667,-109.99977,2016-11-27,7,27.5,0.204,0.01,0.01,1,0.013454889,34.0597,66.0656333,433.485069444444,422.06446084466,0.061870553,35.338207,175.995506604247,171.358724537395,0.00014247131,0.00596509440491712,0.987468374564992,0.00228979703217325,0.00137250454127698,0.00268470630920349,0.000219523147436663,17.729201412998
P18006,P18,17.0474333,-110.00108,2016-11-27,7,27.6,0.199,0.01,0.01,0.7,0.014103791,33.5458,25.3721635,444.338935185185,426.28806436994,0.06276994,47.759087,140.824512518884,135.103642971319,0.00016069355,0.00780334209179525,0.979460157791935,0.00427069573124046,0.0029213602228702,0.00513222747976311,0.000412216682396425,8.75494735792772
P18007,P18,16.9996667,-110.00093,2016-11-27,7,29.5,0.199,0.01,0.01,0.7,0.014103791,33.5458,25.3721635,440.648148148148,426.28806436994,0.061450277,48.459133,140.443912379659,135.867049055969,0.00016069355,0.00778757117042231,0.980128936822793,0.00423447954267887,0.00258171365370308,0.00484207028267904,0.000425228527723976,12.4656839032283
P18008,P18,16.0006167,-109.99965,2016-11-28,7,27,0.296,0.02,0.02,1.2,0.015107291,33.8103,51.386133,436.890393518519,406.896590941237,0.06574193,38.845013,157.770113760172,146.938734277077,0.00019424313,0.0130885557346865,0.965105496496853,0.00480732099331166,0.0114754227805814,0.00512416526459029,0.000399038729977592,9.32838619251745
P18009,P18,14.6655,-110.00037,2016-11-28,7,29.57,0.171,0.02,0.02,0.8,0.01663802,33.7194,32.588285,494.212928240741,405.393261232494,0.072371796,26.818977,218.069424716873,178.878111456452,0.0002373606,0.00784964413414703,0.978128350856133,0.00481890254408921,0.00317855899806301,0.005550666049374,0.000473877418193827,10.9644830180232
P18011,P18,12.9998667,-110.00015,2016-11-29,7,27.7,0.134,0.02,0.02,0.7,0.024386693,33.3161,51.7104265,498.793703703704,414.415319515354,0.06650959,19.283056,281.056967638492,233.511995402233,0.0003365015,0.00900294376406196,0.98000108856229,0.00375638073382426,0.00250313185016555,0.00437309676896014,0.000363358320697821,7.35246418866108
P18012,P18,11.9999333,-109.99992,2016-11-30,7,26.2,0.145,0.03,0.03,0.7,0.032170266,33.0696,31.1200243,477.425393518519,412.908820703687,0.073129155,21.774359,238.826893261036,206.553174982961,0.00035721273,0.00771687521142043,0.980780368312213,0.00405236546605983,0.00236759067278707,0.00469015342216319,0.000392646915356376,7.86464283323206
P18013,P18,10.9999833,-109.99998,2016-11-30,7,27.4,0.197,0.01,0.01,0.9,0.043030478,32.869,25.7165361,515.375486111111,408.379715165974,0.07400735,22.603613,250.253282563754,198.298846194448,0.00035281444,0.00768568011464754,0.97838044446206,0.00488401051380577,0.00316965887315874,0.00529797976223974,0.000582226274088003,9.65519438008637
P18014,P18,9.999,-110.00002,2016-12-01,7,26.8,0.145,0.01,0.01,0.9,0.06188655,32.7066,21.8265318,487.955231481481,375.541646048856,0.070222855,24.336157,233.832155601267,179.962641955986,0.00024346834,0.00839895269702187,0.980381689165865,0.00420353979667803,0.00241019950417445,0.00427643370786978,0.000329185128391145,11.7868152065287
P18015,P18,9,-110,2016-12-01,7,26.7,0.146,0.01,0.01,0.7,0.05902169,32.7053,31.4539159,536.448032407407,385.666741019904,0.06851828,30.524801,224.812181075193,161.623449018449,0.00021800434,0.00829482961612869,0.981216321456844,0.00383000055256961,0.00227356008326425,0.00410303298974409,0.000282255301449375,12.2402522104619
P18016,P18,7.99936667,-109.9999,2016-12-02,7,26.4,0.106,0.01,0.01,0.8,0.06243252,31.7965,29.2551792,425.979918981481,343.575524817769,0.06833764,29.445518,183.39338020605,147.91654264608,0.00019290809,0.0063977902894897,0.986641167093991,0.00249615339213997,0.00139453599677999,0.00282601248301379,0.000244340744585678,5.41357088502576
P18017,P18,7,-110,2016-12-02,7,26.1,0.126,0.01,0.01,0.7,0.09095444,32.2835,51.8144331,325.547800925926,341.208574089984,0.07241663,30.192108,132.172121075103,138.53038121657,0.00015893627,0.00736376060327886,0.980785813993961,0.00732892531937518,0.00149203234813515,0.00281525597644319,0.000214211758806062,16.7315572335668
P18018,P18,5.9999,-109.99703,2016-12-03,7,25.9,0.188,0.11,0.01,0.8,0.13626552,33.6542,44.4936679,468.310162037037,313.392729793556,0.063765176,36.646526,181.041655509881,121.152909387644,0.0001366244,0.0121356373451405,0.303392389358884,0.66004535155733,0.0160281546076644,0.00787800273448247,0.000520464396498631,8.33036408929692
P18019,P18,4.94071667,-110.00002,2016-12-03,7,26.69,0.19594467,0.27418984,0.01529645,0.90592893,0.1909754,NaN,47.8387423,550.39869212963,386.084118252428,0.090697765,38.125565,154.157998412493,108.136076156643,0.00012880024,0.0137652797728335,0.148592053433654,0.79474091528501,0.0312518887095335,0.0107689526870578,0.000880910111911058,11.7501988107393
P18020,P18,4.0001,-109.99992,2016-12-04,7,25.2,0.203,0.42,0.02,1,0.24757989,33.6035,50.8093638,415.450069444444,408.690500651858,0.08159642,39.148712,124.724791692508,122.695460440466,0.0001326491,0.0116732782471067,0.17249277923078,0.788831429437101,0.0170525012954774,0.00924458590031108,0.00070542588922434,9.04615266471827
P18022,P18,1.99985,-110.00205,2016-12-05,7,25,0.25,0.33,0.03,1.2,0.48093352,33.6499,21.0353454,575.671296296296,519.360375011899,0.08890529,23.721743,239.834146805372,216.374089218765,0.00015637628,0.0128366270198338,0.243564283106131,0.704576117359035,0.0280434641375327,0.0100921013531629,0.000887407024304681,6.16648723577704
P18027,P18,-3.00105,-110.00025,2016-12-09,7,23.4,0.897,10.58,0.28,4.8,0.72617286,35.1067,2.78455908,591.998449074074,532.4918718495,0.07107714,26.28445,267.952544724142,241.018455926972,0.00014148213,0.0194973884124845,0.045316768126484,0.862020481403131,0.0546121356528542,0.0167719246413184,0.00178130176372818,5.08710069696111
P18031,P18,-6.1801167,-108.34973,2016-12-11,7,24.2,0.774,7.97,0.17,2.8,0.5240526,35.2897,2.98331533,646.304027777778,571.154331474147,0.075512365,61.527508,137.771852523156,121.752282117719,0.00011544476,0.0174499278195434,0.0405882438655275,0.86198880676478,0.0645945179128737,0.0141748938576563,0.00120360977961936,5.14297839671691
P18034,P18,-9.1200167,-104.23945,2016-12-13,7,23.4,0.693,7.45,0.15,2.4,0.3144487,35.2984,3.5797174,646.682094907407,505.477562853338,0.07877256,52.31152,154.387029509326,120.676264314561,6.694798e-05,0.0155684074018852,0.0350564390745948,0.895096592429795,0.0416789959145065,0.0116394843624002,0.000960080816818072,5.95171734087946
P18037,P18,-12.00085,-103.00025,2016-12-15,7,26,0.493,3.57,0.07,1.7,0.25608742,35.7862,2.98281704,681.767013888889,499.970700760437,0.074224785,40.12236,217.278502434834,159.340189404099,4.5331544e-05,0.0143000191070964,0.0336046503980462,0.918482084759952,0.0196507811201229,0.0129050625949328,0.00105740201985012,7.33223479252315
P18040,P18,-15.000133,-103.00017,2016-12-16,7,25.5,0.414,1.14,0.04,0.9,0.24221858,36.0401,2.98244288,702.883217592593,464.51611406028,0.06754777,43.900215,224.814176652665,148.573482920867,3.71187e-05,0.0141459994323062,0.0361780755885672,0.91909690703498,0.0123509944078496,0.0167748167974505,0.00145320673884637,11.15694423896
P18044,P18,-19.000083,-103.00168,2016-12-18,7,25.1,0.304,0,0,0.5,0.21966448,36.3821,180.915136,691.864756944444,614.774918850557,0.047996044,49.058083,265.941661860719,236.30957054593,3.1128307e-05,0.0166576088947454,0.949744399895098,0.0264826832220798,0.00203418765139362,0.00478553686812607,0.000295583468557112,6.42910075999089
P18046,P18,-21,-103,2016-12-19,7,25.7,0.304,0,0,0.5,0.20015785,36.456,193.342136,701.802974537037,611.359974974958,0.04399056,45.754528,302.086178453121,263.155622304411,2.8268872e-05,0.00733703283581453,0.958365421057639,0.0301741449004796,0.00131063719421607,0.00258679361779122,0.000225970394059329,7.46876759843232
P18047,P18,-22.00005,-103.00013,2016-12-20,7,26,0.296,0,0,0.5,0.18984054,36.5729,217.972546,719.068935185185,647.450447573093,0.041646533,33.692352,386.489169182376,347.995266274211,2.7874787e-05,0.0130965080390355,0.974249298632244,0.00619097434522731,0.00198632082683483,0.00426440699862724,0.000212491158031445,9.80424412181618
AE247,AE1319,41.00175,-50.0005,2013-09-02,5,23.7406,NaN,0,NaN,NaN,0.026127774,34.2328,-999,540.596736111111,357.931863378595,0.07677185,20.681831,270.887540232482,179.356025600436,0.0002819707,0.0276655579094553,0.960242916684987,0.00403302290071102,0.00280647720027962,0.00474692773867203,0.000505097565895572,10.1473690280702
AE1319_269,AE1319,39.0007167,-52.50055,2013-09-03,5,26.2854,NaN,0,NaN,NaN,0.015261501,36.083,-999,502.085949074074,406.22664209256,0.060657993,32.24318,220.403042122408,178.323229067623,0.00029553167,0.00698831267783668,0.978127629272891,0.00502702000080274,0.00486143609482165,0.00453737915932151,0.00045822279432638,5.4908640354958
AE303,AE1319,37.0045167,-55.0018333,2013-09-04,5,26.9947,NaN,0,NaN,NaN,0.013060898,36.5471,-999,516.643483796296,404.217920185607,0.053497132,28.283142,266.254760541109,208.315693357082,0.00031282863,0.0263634046856332,0.960670032665015,0.00441275558722188,0.00311491062236376,0.00501481613754369,0.000424080302222073,5.58701983462048
AE1319_325,AE1319,35.0006167,-57.5049,2013-09-05,5,26.6338,NaN,0,NaN,NaN,0.01250582,35.9277,-999,357.818912037037,412.364311424302,0.054687448,22.201519,207.190824528456,238.774695288511,0.0003561381,0.00645326958202856,0.983647424537191,0.00426893315860153,0.00212790788467647,0.00314213621104789,0.000360328626454169,6.24169838951652
AE360,AE1319,33.00055,-60.0001,2013-09-06,5,27.5169,NaN,0,NaN,NaN,0.011864618,36.0822,-999,467.075578703704,426.629559738646,0.053235754,22.352036,273.101474541612,249.452480840525,0.0003562708,0.00632050443338131,0.973438255099002,0.00434214235546931,0.00951254675287434,0.00537923005237162,0.00100732130690154,14.4070480038365
AE1319_424,AE1319,31.6680333,-64.1715333,2013-09-09,5,27.8573,NaN,0,NaN,NaN,0.011562847,36.1757,-999,432.307106481482,413.419296466765,0.056054488,21.1043,253.480443940601,242.405700093425,0.00043850765,0.00528043400190853,0.979234451935835,0.00644861321304153,0.00410536808061905,0.00410331139014005,0.000827821378455968,5.20472683617225
BV023,BVAL46,33.664,-64.17,2011-09-29,4,27.73,NaN,0,NaN,1.05,0.0126674455,36.16,-999,513.24587962963,435.93429366257,0.0533001,30.883566,251.681137641941,213.769741406021,0.00051827094,0.00588078470148932,0.980975136018263,0.00445789166735122,0.00306529029430474,0.00497259479938104,0.000648302519210422,8.92294147724229
BV099,BVAL46,37.664,-64.161,2011-09-30,6,24.97,0.01378,0,NaN,0.32,0.031207109,35.29,-999,391.6846875,412.24322937153,0.089993015,31.09808,131.434243688749,138.332895814965,0.0008263707,0.00797482622028528,0.985574775554542,0.00226638991224697,0.00153797140568135,0.0023542521736408,0.00029178473360377,13.1297606329827
BV420,BVAL46,21.668,-65.665,2011-10-12,3,28.42,5e-04,0,NaN,1.57,0.012271987,35.69,-999,520.925925925926,427.129229400384,0.046584487,35.190228,256.086764319958,209.976384088004,0.0012103514,0.00546048958136125,0.982158113200386,0.0040621099550872,0.00281245272365443,0.00510015554538647,0.000406678994124416,5.05454596349491
NH073,NH1418,13.002,-155.57,2014-09-22,5,28.147,0.19202,0.01,0,NaN,0.11704032,34.528,-999,564.158935185185,574.29107373634,0.052367143,30.403574,282.234617836142,287.303473567213,9.798126e-05,0.0102803332649452,0.978089284326698,0.0040906885208303,0.00275630474081232,0.00444285799640647,0.000340531150307339,6.11726752896428
NH098,NH1418,11.999,-155.22,2014-09-22,5,28.364,0.19169,0.01,0,NaN,0.10006891,34.459,-999,578.53650462963,514.331854910517,0.04903665,26.741768,322.301613257814,286.533322030676,9.720942e-05,0.00891404421599116,0.981588357532049,0.00347970247885695,0.00195609733696338,0.00375708931844651,0.00030470911769299,12.2281711269873
NH1418_130,NH1418,10.004,-154.52,2014-09-23,5,28.526,0.17672,0.01,0,NaN,0.06508507,34.107,-999,516.625509259259,435.269423473028,0.056655377,19.566298,312.229375985712,263.060762662502,9.415773e-05,0.00698711181626361,0.97759567388453,0.00887231982111112,0.00305525644327323,0.00307602188915276,0.000413616145668843,6.26816374910586
NH162,NH1418,7.0004,-153.13,2014-09-24,5,29.27,0.10527,0.01,0,NaN,0.14691105,33.972,-999,490.604398148148,401.960892196545,0.04834687,31.275652,252.929873695677,207.229935315772,0.00010053349,0.00649978121541917,0.9507287098287,0.0363586641687497,0.00288373895455556,0.0032016755092416,0.000327430323333914,5.42270820553964
NH210,NH1418,4.999,-152.43,2014-09-25,5,28.899,0.17895,0.11,0,NaN,0.2815072,34.578,-999,589.650208333333,534.286662139029,0.066099614,51.99075,166.060495621106,150.468712915976,0.00013833483,0.00870034466589011,0.159983869129444,0.815580464527176,0.00981927961049711,0.00532135340005332,0.000594688666940115,8.94426566276885
NH242,NH1418,1.9997,-151.39,2014-09-26,5,27.433,0.43368,3.71,0.11,NaN,0.36387524,35.121,-999,517.175949074074,577.628112133638,0.07767852,77.09685,86.1411588850906,96.2101100657949,0.00023460823,0.0125326359613555,0.0357538279856019,0.909966547393682,0.0325354141483487,0.00844934174584038,0.000762232765171431,6.95336606223661
NH274,NH1418,-2.001,-150,2014-09-28,5,27.475,0.4917,5.14,0.16,NaN,0.35197228,35.541,-999,635.061747685185,610.461568636168,0.077943735,76.8738,105.723052778031,101.62769348828,0.00017038544,0.009861286223315,0.021898082652977,0.949892580959359,0.0117627015478543,0.00598526998383387,0.000600078632660578,6.86887068351491
NH1418_322,NH1418,-3.0001,-149.67,2014-09-28,5,27.026,0.50791,5.74,0.13,NaN,0.33354473,35.436,-999,651.108564814815,616.880127922498,0.072994396,100.938805,88.3144032139884,83.6717612024333,0.00012568581,0.011996783407902,0.02974652877927,0.898143451423232,0.0513839288404417,0.00808437331141416,0.000644934237739773,6.99635663465489
NH338,NH1418,-0.9993,-150.35,2014-09-29,5,27.242,0.47383,4.82,0.16,NaN,0.3709187,35.369,-999,650.95162037037,595.320350348704,0.07710316,48.30897,170.547682380915,155.972429976283,0.000240382,0.0128647691103997,0.0439016485488069,0.873153253064096,0.0602672525122293,0.00903234991799429,0.00078072684647423,8.94403275721591
NH354,NH1418,0.4971,-150.87,2014-09-29,5,27.421,0.41494,3.95,0.15,NaN,0.35897642,35.147,-999,650.09775462963,616.086257828607,0.075512365,66.0226,129.50569008612,122.730274646348,0.0002949891,0.0126191747776535,0.0396657182473651,0.876276251378211,0.0612985283807823,0.00938876341583365,0.000751563800154134,5.9547869889274
NH370,NH1418,0.9972,-151.04,2014-09-30,5,27.743,0.34943,2.44,0.09,NaN,0.36273518,35.025,-999,618.500532407407,615.003158035592,0.07805357,66.54617,118.415267185647,117.745675974343,0.0002970728,0.0127516579318836,0.0493884117137429,0.885401200776717,0.0425695849575008,0.00912503379986458,0.000764110820291275,9.01007245118126
NH386,NH1418,1.4993,-151.22,2014-09-30,5,27.879,0.32872,1.97,0.06,NaN,0.36273518,34.965,-999,566.427488425926,615.003158035592,0.07664711,76.86334,95.8798984845521,104.102363612325,0.0002970728,0.0117118215717375,0.0437955087633134,0.904935615702271,0.0311369533433819,0.00772330682884572,0.000696793790450398,13.702785516032
NH402,NH1418,3.9985,-152.09,2014-10-01,5,27.683,0.38896,3.13,0.09,NaN,0.35060734,35.091,-999,582.119363425926,551.387701996069,0.07833645,74.70525,99.1852731025275,93.9490132848232,0.00013997017,0.0137601390195142,0.0393968253687867,0.905236531888224,0.0318983856222523,0.00910151956032929,0.000606598540893412,6.65514460501706
NH418,NH1418,7.9994,-153.48,2014-10-02,5,29.052,0.1065,0.01,0,NaN,0.0818606,33.673,-999,420.856481481482,403.216624088248,0.04775166,30.800964,220.402898834406,211.16489045015,9.851596e-05,0.00814985965567988,0.977012439934135,0.00510512645113028,0.00356105902843003,0.00570253309641512,0.000468981834209446,5.65834168381411
NH434,NH1418,9.0001,-154.17,2014-10-03,5,28.79,0.15652,0.01,0,NaN,0.04630961,34.014,-999,315.956782407407,444.660403846223,0.050423782,24.054697,183.040315365111,257.600991914906,9.533914e-05,0.0120564594151218,0.973209329053055,0.00571338668744381,0.00324415555106266,0.00536976919073619,0.000406900102580895,18.3749010205932
NH466,NH1418,14.999,-156.26,2014-10-05,5,27.348,0.18955,0.01,0,NaN,0.05067978,34.836,-999,456.16255787037,478.630010728483,0.042089045,28.2821,266.673372605161,279.807882056117,9.3152965e-05,0.019537237942272,0.970307504097994,0.00388402257152988,0.00203751819271242,0.00394191520765536,0.000291801987836121,6.3650066876065
NH482,NH1418,16,-156.61,2014-10-05,5,27.582,0.17955,0.01,0,NaN,0.042247467,34.803,-999,512.530844907407,489.57849358335,0.039474204,32.89576,286.973603307294,274.122242205252,9.418634e-05,0.0199728181644809,0.963487386728352,0.00591053674732341,0.00395292639613389,0.00615404327720754,0.000522288686502127,16.0338571072256
NH498,NH1418,17,-157.3,2014-10-06,5,27.595,0.18892,0.1,0,NaN,0.023757901,34.747,-999,470.002546296296,492.770291650246,0.04846602,41.715973,201.684273734125,211.45421268969,0.00010200224,0.0183293127226766,0.971463260150726,0.00401063080743192,0.00216340938420664,0.00376557385576311,0.000267813079195832,23.7187358124561
AMT007,AMT28,46.0290833,-12.732517,2018-09-27,7,18.9,0.04,0,0,0.06,0.03846775,35.7219196,60.14,280.604398148148,295.978919468789,0.08098364,44.37574,75.9351573951928,80.0957005087837,0.00012895244,0.881901863337766,0.03140186764202,0.0111375495266886,0.0589491484999942,0.0152833045102027,0.00132626648332831,7.47873305712972
AMT009,AMT28,44.96505,-13.59395,2018-09-27,7,19.22,0.05,0.04,0,0.13,0.029528746,35.755631,43.07,299.130636574074,284.765342503418,0.10262343,41.41088,69.3838996771582,66.0518433754478,0.00012295994,0.918651860414384,0.0178257804104191,0.00525474783632908,0.0516639981904539,0.00600836836591075,0.000595244782503167,8.47336404178433
AMT011,AMT28,42.9670333,-15.213067,2018-09-28,7,19.92,0.11,0,0,0.29,0.0197683,35.7932286,53.09,316.967592592593,340.26832185655,0.08546157,39.79561,90.0912359607894,96.7139682123979,0.00012274626,0.93975428511282,0.0171068339670558,0.00431075724161468,0.0333134276842199,0.0049815203714293,0.000533175622860379,11.4980636619405
AMT013,AMT28,41.9084,-16.0483,2018-09-28,7,20.67,0,0,0,0.43,0.016923254,35.883588,53.54,301.697523148148,331.752662060192,0.06913997,32.81761,119.213995298154,131.090106018447,0.00013063081,0.978740469257043,0.0127915949033943,0.00266275261258798,0.00254141080919526,0.00292746989337094,0.000336302524408783,9.74696963293064
AMT015,AMT28,39.7193333,-17.71615,2018-09-29,7,21.96,0,0,0,0.09,0.012406046,36.0804881,72.49,367.883206018518,361.147815430606,0.06353293,41.855675,128.658404327851,126.302861613781,0.00014593039,0.970420070323619,0.0163841363940023,0.0043826774080242,0.00297150549397488,0.00544632972850068,0.000395280651879014,8.91135386282623
AMT017,AMT28,38.49585,-18.626683,2018-09-29,7,22.97,0.05,0,0,0.4,0.011434974,36.4058378,71.02,427.535949074074,391.050295084102,0.06110219,25.71427,215.565207103659,197.169005390811,0.00014076746,0.969558553843323,0.0190129751135614,0.0039538416050078,0.00243997610232929,0.00462567896208071,0.000408974373697779,8.00083452967566
AMT021,AMT28,35.2827333,-20.923433,2018-09-30,7,23.55,0.04,0,0,0.11,0.011157927,36.6830581,113.35,380.907939814815,425.940949485135,0.0543189,28.558794,193.49450950163,216.370483475229,0.0001567545,0.956786652598219,0.0337013419803101,0.00327682002770253,0.00195970089600337,0.00402244355943072,0.000253040938334093,7.50284894988814
AMT023,AMT28,33.0468833,-22.1368,2018-10-01,7,24.28,0.00966989,0,0,0.25,0.012870622,36.7041401,93.05,300.429513888889,335.066810311604,0.054636132,31.423897,143.553791530815,160.104479795406,0.00017948517,0.48260637521771,0.505323591698797,0.00416008655845373,0.00250593075939583,0.00500362713042369,0.000400388635219747,7.34301371200895
AMT025,AMT28,31.8574333,-22.710183,2018-10-01,7,24.29,0,0,0,0.24,0.013162538,36.7627187,93.28,325.097731481481,384.151915954464,0.052356478,32.038418,157.594147281885,186.221212143384,0.00020888294,0.402331310709614,0.583088288156517,0.00484642085041127,0.00312477446603291,0.00617338378144992,0.000435822035975469,5.35756666188197
AMT031,AMT28,26.2037667,-25.52105,2018-10-03,7,25.19,0,0,0,0.31,0.015401642,37.2631991,134.82,517.394583333333,421.178847428703,0.042260427,35.1012,269.662334672474,219.51538529949,0.00033711616,0.0870645693046058,0.904420739759785,0.00292745248287673,0.00193398968250876,0.00322659112517002,0.000426657645053721,11.167075952502
AMT033,AMT28,25.1789667,-26.005867,2018-10-03,7,25.48,0,0,0,0.3,0.015938899,37.3263822,158.12,485.038576388889,455.129198086115,0.048787836,40.55501,211.248923543984,198.222487549201,0.00034081642,0.0753576106524907,0.910374309846637,0.00478997612537901,0.00318944934185124,0.00583170475359269,0.000456949280048836,5.1870212985911
AMT039,AMT28,19.0777667,-28.816733,2018-10-05,7,26.2,0,0,0,0.13,0.026549036,36.7900883,90.95,572.301944444444,493.532316184338,0.055248585,31.89467,269.020398340432,231.993376193526,0.00042106723,0.0135960233002261,0.979723164144589,0.00242680857546917,0.00143893396228876,0.00256667219455047,0.000248397822876368,11.9045146284827
AMT041,AMT28,17.74185,-28.929883,2018-10-05,7,26.78,0,0,0,0.52,0.02915748,36.5084763,60.15,596.581782407407,509.619271313703,0.05990093,32.07263,265.056798618724,226.420009045083,0.00046490057,0.014047292507298,0.974038865416913,0.00420579466388479,0.00266176523197483,0.00464754831773809,0.000398733862190822,11.7398829112324
AMT043,AMT28,15.0760833,-28.61265,2018-10-06,7,27.08,0,0,0,0.75,0.030722227,36.3214008,38.22,592.842106481482,519.308634255649,0.07025185,24.296684,284.308766750901,249.044384253651,0.00066201476,0.0095000938979861,0.976923309231101,0.0046170016260838,0.00313524465673726,0.00523295394315794,0.000591396644933643,10.8873457219215
AMT045,AMT28,13.8117667,-28.293767,2018-10-06,7,27.85,0,0,0,0.58,0.031172961,36.2648177,50.55,587.178472222222,497.369833689168,0.06611044,19.808174,327.347943766626,277.280247917672,0.00078512717,0.00944208081052031,0.980521246906648,0.00373878734020359,0.00220740276326612,0.00373514525623496,0.000355336923127005,8.77794831219767
AMT047,AMT28,11.4470167,-27.709033,2018-10-07,7,28.1,0,0,0,0.52,0.021590497,35.8929687,31.29,513.148148148148,482.58902236758,0.08748798,18.55893,253.725682698968,238.615747918263,0.0017178769,0.0106920453572605,0.969689143687808,0.0065423499510427,0.00453203684837121,0.00772684139649915,0.000817582759018875,14.4314532281369
AMT049,AMT28,10.0643333,-27.28305,2018-10-07,7,28.83,0,0,0,0.6,0.019808857,35.9000424,35.08,507.875509259259,460.146491419631,0.08583138,18.025597,258.391573309786,234.108504354365,0.0020315899,0.00882519433772317,0.975441150606909,0.0054412928760146,0.00353724363481358,0.00606711610394113,0.000688002440598799,6.79794654659538
AMT051,AMT28,7.47126667,-26.650083,2018-10-08,7,28.77,0,0,0,0.88,0.016215507,34.9853717,56.01,572.163043981482,481.929251686536,0.06215581,29.532806,261.978001180288,220.66238530295,0.002244579,0.00547220687718001,0.981008624661079,0.00452397092743235,0.00314420671463561,0.00525488080950404,0.000596110010168638,6.83152264134508
AMT055,AMT28,3.80775,-25.8358,2018-10-09,7,28.43,0,0,0,1.26,0.06127592,35.2695116,68.58,522.643981481482,463.444222638636,0.0734415,34.884823,188.260256411504,166.936062171934,0.0014983194,0.00679799358536954,0.975950668793429,0.00568516951179196,0.00381253967801241,0.006997848274782,0.000755780156615332,6.23310409886841
AMT057,AMT28,0.00173333,-24.993033,2018-10-10,7,26.71,0,0,0,1.69,0.251072,35.9552202,55.64,667.214467592593,597.122897827086,0.091395594,46.257828,155.515659645595,139.178578786111,0.00085213257,0.0153995465549462,0.917283443002919,0.00716543028678681,0.0493282413876953,0.00997398056327821,0.000849358204374938,13.1063038749298
AMT059,AMT28,-1.1504167,-24.98205,2018-10-10,7,26.96,0,0.07,0,1.44,0.27691367,35.9971783,72.55,658.387337962963,592.266338352313,0.0495653,59.90284,210.359731899442,189.233572647877,0.0007804108,0.0127078456087665,0.959995853123088,0.00535737317654959,0.0158705460811248,0.00549904978679164,0.000569332223679744,6.22824864943233
AMT061,AMT28,-3.689,-24.979533,2018-10-11,7,26.51,0,0.07389893,0,1.19,0.266308,36.1771623,54.12,633.004108796296,571.15413769773,0.06294015,31.127174,277.551242223117,250.432087589959,0.000774963,0.0139477734251496,0.92019092943984,0.047847510721579,0.0129675667556441,0.00464725217689993,0.000398967480887225,15.1770301932849
